Train Number,Train Name,Source,Destination,Departure,Arrival,Journey Time (mins),Distance (km),Line/Route,Division,Direction
31713,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,16:14,18:38,144,100,Main Line,Sealdah,UP
32143,Sealdah - Hasnabad Local,Sealdah,Hasnabad,16:16,18:27,131,75,Bangaon Line,Sealdah,UP
32581,Sealdah - Budge Budge Local,Sealdah,Budge Budge,16:16,17:13,57,26,South Line,Sealdah,UP
33389,Sealdah - Canning Local,Sealdah,Canning,16:16,17:32,76,45,South Line,Sealdah,UP
32413,Sealdah - Barrackpore Local,Sealdah,Barrackpore,16:17,16:55,38,22,Main Line,Sealdah,UP
31261,Sealdah - Naihati Local,Sealdah,Naihati,16:18,17:26,68,38,Main Line,Sealdah,UP
32777,Sealdah - Sonarpur Local,Sealdah,Sonarpur,16:18,16:55,37,17,South Line,Sealdah,UP
31435,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,16:19,17:48,89,53,Main Line,Sealdah,UP
32991,Sealdah - Baruipur Local,Sealdah,Baruipur,16:20,17:08,48,25,South Line,Sealdah,UP
33149,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,16:20,17:58,98,60,South Line,Sealdah,UP
32017,Sealdah - Bangaon Local,Sealdah,Bangaon,16:21,18:22,121,77,Bangaon Line,Sealdah,UP
32261,Sealdah - Dankuni Local,Sealdah,Dankuni,16:23,17:05,42,22,Chord Link,Sealdah,UP
31805,Sealdah - Shantipur Local,Sealdah,Shantipur,16:24,18:39,135,93,Main Line,Sealdah,UP
31263,Sealdah - Naihati Local,Sealdah,Naihati,16:26,17:35,69,38,Main Line,Sealdah,UP
31589,Sealdah - Ranaghat Local,Sealdah,Ranaghat,16:28,18:24,116,73,Main Line,Sealdah,UP
32779,Sealdah - Sonarpur Local,Sealdah,Sonarpur,16:28,17:06,38,17,South Line,Sealdah,UP
33305,Sealdah - Namkhana Local,Sealdah,Namkhana,16:29,19:12,163,109,South Line,Sealdah,UP
31883,Sealdah - Gede Local,Sealdah,Gede,16:30,19:13,163,117,Main Line,Sealdah,UP
32583,Sealdah - Budge Budge Local,Sealdah,Budge Budge,16:32,17:25,53,26,South Line,Sealdah,UP
31265,Sealdah - Naihati Local,Sealdah,Naihati,16:34,17:37,63,38,Main Line,Sealdah,UP
32415,Sealdah - Barrackpore Local,Sealdah,Barrackpore,16:34,17:13,39,22,Main Line,Sealdah,UP
32993,Sealdah - Baruipur Local,Sealdah,Baruipur,16:34,17:27,53,25,South Line,Sealdah,UP
33243,Sealdah - Kakdwip Local,Sealdah,Kakdwip,16:34,18:52,138,95,South Line,Sealdah,UP
32019,Sealdah - Bangaon Local,Sealdah,Bangaon,16:36,18:41,125,77,Bangaon Line,Sealdah,UP
32781,Sealdah - Sonarpur Local,Sealdah,Sonarpur,16:38,17:13,35,17,South Line,Sealdah,UP
33581,Sealdah - Majerhat Local,Sealdah,Majerhat,16:38,17:15,37,15,Circular Railway,Sealdah,UP
31715,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,16:39,19:07,148,100,Main Line,Sealdah,UP
33151,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,16:39,18:13,94,60,South Line,Sealdah,UP
33491,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,16:39,18:12,93,62,South Line,Sealdah,UP
33391,Sealdah - Canning Local,Sealdah,Canning,16:40,17:58,78,45,South Line,Sealdah,UP
31437,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,16:41,18:08,87,53,Main Line,Sealdah,UP
31267,Sealdah - Naihati Local,Sealdah,Naihati,16:43,17:52,69,38,Main Line,Sealdah,UP
32145,Sealdah - Hasnabad Local,Sealdah,Hasnabad,16:43,18:55,132,75,Bangaon Line,Sealdah,UP
31591,Sealdah - Ranaghat Local,Sealdah,Ranaghat,16:44,18:40,116,73,Main Line,Sealdah,UP
32995,Sealdah - Baruipur Local,Sealdah,Baruipur,16:44,17:32,48,25,South Line,Sealdah,UP
32263,Sealdah - Dankuni Local,Sealdah,Dankuni,16:45,17:33,48,22,Chord Link,Sealdah,UP
32417,Sealdah - Barrackpore Local,Sealdah,Barrackpore,16:48,17:32,44,22,Main Line,Sealdah,UP
32585,Sealdah - Budge Budge Local,Sealdah,Budge Budge,16:49,17:46,57,26,South Line,Sealdah,UP
32783,Sealdah - Sonarpur Local,Sealdah,Sonarpur,16:50,17:22,32,17,South Line,Sealdah,UP
32021,Sealdah - Bangaon Local,Sealdah,Bangaon,16:51,18:57,126,77,Bangaon Line,Sealdah,UP
31269,Sealdah - Naihati Local,Sealdah,Naihati,16:54,17:59,65,38,Main Line,Sealdah,UP
31807,Sealdah - Shantipur Local,Sealdah,Shantipur,16:55,19:14,139,93,Main Line,Sealdah,UP
32997,Sealdah - Baruipur Local,Sealdah,Baruipur,16:55,17:44,49,25,South Line,Sealdah,UP
31439,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,16:59,18:20,81,53,Main Line,Sealdah,UP
33153,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,16:59,18:30,91,60,South Line,Sealdah,UP
31593,Sealdah - Ranaghat Local,Sealdah,Ranaghat,17:00,18:52,112,73,Main Line,Sealdah,UP
32785,Sealdah - Sonarpur Local,Sealdah,Sonarpur,17:02,17:40,38,17,South Line,Sealdah,UP
31271,Sealdah - Naihati Local,Sealdah,Naihati,17:03,18:10,67,38,Main Line,Sealdah,UP
32023,Sealdah - Bangaon Local,Sealdah,Bangaon,17:04,19:11,127,77,Bangaon Line,Sealdah,UP
31717,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,17:05,19:31,146,100,Main Line,Sealdah,UP
32419,Sealdah - Barrackpore Local,Sealdah,Barrackpore,17:05,17:46,41,22,Main Line,Sealdah,UP
33493,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,17:05,18:43,98,62,South Line,Sealdah,UP
32587,Sealdah - Budge Budge Local,Sealdah,Budge Budge,17:06,17:59,53,26,South Line,Sealdah,UP
32999,Sealdah - Baruipur Local,Sealdah,Baruipur,17:06,17:52,46,25,South Line,Sealdah,UP
33393,Sealdah - Canning Local,Sealdah,Canning,17:06,18:22,76,45,South Line,Sealdah,UP
31885,Sealdah - Gede Local,Sealdah,Gede,17:07,19:49,162,117,Main Line,Sealdah,UP
32147,Sealdah - Hasnabad Local,Sealdah,Hasnabad,17:07,19:17,130,75,Bangaon Line,Sealdah,UP
32265,Sealdah - Dankuni Local,Sealdah,Dankuni,17:07,17:53,46,22,Chord Link,Sealdah,UP
33583,Sealdah - Majerhat Local,Sealdah,Majerhat,17:07,17:44,37,15,Circular Railway,Sealdah,UP
33245,Sealdah - Kakdwip Local,Sealdah,Kakdwip,17:09,19:33,144,95,South Line,Sealdah,UP
31273,Sealdah - Naihati Local,Sealdah,Naihati,17:15,18:24,69,38,Main Line,Sealdah,UP
31595,Sealdah - Ranaghat Local,Sealdah,Ranaghat,17:15,19:11,116,73,Main Line,Sealdah,UP
32787,Sealdah - Sonarpur Local,Sealdah,Sonarpur,17:16,17:52,36,17,South Line,Sealdah,UP
33307,Sealdah - Namkhana Local,Sealdah,Namkhana,17:16,19:52,156,109,South Line,Sealdah,UP
33001,Sealdah - Baruipur Local,Sealdah,Baruipur,17:17,18:04,47,25,South Line,Sealdah,UP
33155,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,17:17,18:49,92,60,South Line,Sealdah,UP
32025,Sealdah - Bangaon Local,Sealdah,Bangaon,17:20,19:27,127,77,Bangaon Line,Sealdah,UP
32421,Sealdah - Barrackpore Local,Sealdah,Barrackpore,17:20,18:02,42,22,Main Line,Sealdah,UP
31441,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,17:21,18:48,87,53,Main Line,Sealdah,UP
32589,Sealdah - Budge Budge Local,Sealdah,Budge Budge,17:22,18:21,59,26,South Line,Sealdah,UP
31275,Sealdah - Naihati Local,Sealdah,Naihati,17:24,18:29,65,38,Main Line,Sealdah,UP
31809,Sealdah - Shantipur Local,Sealdah,Shantipur,17:24,19:40,136,93,Main Line,Sealdah,UP
32789,Sealdah - Sonarpur Local,Sealdah,Sonarpur,17:26,18:01,35,17,South Line,Sealdah,UP
31597,Sealdah - Ranaghat Local,Sealdah,Ranaghat,17:29,19:27,118,73,Main Line,Sealdah,UP
31719,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,17:29,19:55,146,100,Main Line,Sealdah,UP
32267,Sealdah - Dankuni Local,Sealdah,Dankuni,17:29,18:11,42,22,Chord Link,Sealdah,UP
33003,Sealdah - Baruipur Local,Sealdah,Baruipur,17:30,18:19,49,25,South Line,Sealdah,UP
33495,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,17:30,19:02,92,62,South Line,Sealdah,UP
33395,Sealdah - Canning Local,Sealdah,Canning,17:32,18:50,78,45,South Line,Sealdah,UP
31277,Sealdah - Naihati Local,Sealdah,Naihati,17:33,18:39,66,38,Main Line,Sealdah,UP
32149,Sealdah - Hasnabad Local,Sealdah,Hasnabad,17:34,19:45,131,75,Bangaon Line,Sealdah,UP
32423,Sealdah - Barrackpore Local,Sealdah,Barrackpore,17:35,18:16,41,22,Main Line,Sealdah,UP
33157,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,17:35,19:13,98,60,South Line,Sealdah,UP
33585,Sealdah - Majerhat Local,Sealdah,Majerhat,17:35,18:11,36,15,Circular Railway,Sealdah,UP
32027,Sealdah - Bangaon Local,Sealdah,Bangaon,17:36,19:39,123,77,Bangaon Line,Sealdah,UP
32791,Sealdah - Sonarpur Local,Sealdah,Sonarpur,17:37,18:12,35,17,South Line,Sealdah,UP
32591,Sealdah - Budge Budge Local,Sealdah,Budge Budge,17:38,18:37,59,26,South Line,Sealdah,UP
31443,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,17:39,19:07,88,53,Main Line,Sealdah,UP
31887,Sealdah - Gede Local,Sealdah,Gede,17:42,20:25,163,117,Main Line,Sealdah,UP
33005,Sealdah - Baruipur Local,Sealdah,Baruipur,17:43,18:33,50,25,South Line,Sealdah,UP
33247,Sealdah - Kakdwip Local,Sealdah,Kakdwip,17:43,20:04,141,95,South Line,Sealdah,UP
31279,Sealdah - Naihati Local,Sealdah,Naihati,17:44,18:53,69,38,Main Line,Sealdah,UP
31599,Sealdah - Ranaghat Local,Sealdah,Ranaghat,17:45,19:42,117,73,Main Line,Sealdah,UP
32269,Sealdah - Dankuni Local,Sealdah,Dankuni,17:47,18:36,49,22,Chord Link,Sealdah,UP
32425,Sealdah - Barrackpore Local,Sealdah,Barrackpore,17:48,18:31,43,22,Main Line,Sealdah,UP
32029,Sealdah - Bangaon Local,Sealdah,Bangaon,17:51,19:59,128,77,Bangaon Line,Sealdah,UP
32793,Sealdah - Sonarpur Local,Sealdah,Sonarpur,17:51,18:25,34,17,South Line,Sealdah,UP
31721,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,17:52,20:18,146,100,Main Line,Sealdah,UP
31811,Sealdah - Shantipur Local,Sealdah,Shantipur,17:52,20:04,132,93,Main Line,Sealdah,UP
32593,Sealdah - Budge Budge Local,Sealdah,Budge Budge,17:52,18:50,58,26,South Line,Sealdah,UP
33007,Sealdah - Baruipur Local,Sealdah,Baruipur,17:54,18:41,47,25,South Line,Sealdah,UP
33497,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,17:54,19:33,99,62,South Line,Sealdah,UP
31281,Sealdah - Naihati Local,Sealdah,Naihati,17:55,18:57,62,38,Main Line,Sealdah,UP
33159,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,17:57,19:29,92,60,South Line,Sealdah,UP
33397,Sealdah - Canning Local,Sealdah,Canning,17:57,19:09,72,45,South Line,Sealdah,UP
31445,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,17:58,19:19,81,53,Main Line,Sealdah,UP
31601,Sealdah - Ranaghat Local,Sealdah,Ranaghat,18:00,19:51,111,73,Main Line,Sealdah,UP
32151,Sealdah - Hasnabad Local,Sealdah,Hasnabad,18:01,20:15,134,75,Bangaon Line,Sealdah,UP
33309,Sealdah - Namkhana Local,Sealdah,Namkhana,18:02,20:41,159,109,South Line,Sealdah,UP
32427,Sealdah - Barrackpore Local,Sealdah,Barrackpore,18:04,18:43,39,22,Main Line,Sealdah,UP
32271,Sealdah - Dankuni Local,Sealdah,Dankuni,18:05,18:49,44,22,Chord Link,Sealdah,UP
32795,Sealdah - Sonarpur Local,Sealdah,Sonarpur,18:05,18:41,36,17,South Line,Sealdah,UP
31283,Sealdah - Naihati Local,Sealdah,Naihati,18:06,19:10,64,38,Main Line,Sealdah,UP
32595,Sealdah - Budge Budge Local,Sealdah,Budge Budge,18:06,18:59,53,26,South Line,Sealdah,UP
33009,Sealdah - Baruipur Local,Sealdah,Baruipur,18:06,18:58,52,25,South Line,Sealdah,UP
33587,Sealdah - Majerhat Local,Sealdah,Majerhat,18:06,18:42,36,15,Circular Railway,Sealdah,UP
32031,Sealdah - Bangaon Local,Sealdah,Bangaon,18:07,20:16,129,77,Bangaon Line,Sealdah,UP
31285,Sealdah - Naihati Local,Sealdah,Naihati,18:15,19:21,66,38,Main Line,Sealdah,UP
33011,Sealdah - Baruipur Local,Sealdah,Baruipur,18:16,19:08,52,25,South Line,Sealdah,UP
33161,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,18:16,19:48,92,60,South Line,Sealdah,UP
31447,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,18:17,19:44,87,53,Main Line,Sealdah,UP
31603,Sealdah - Ranaghat Local,Sealdah,Ranaghat,18:17,20:09,112,73,Main Line,Sealdah,UP
32797,Sealdah - Sonarpur Local,Sealdah,Sonarpur,18:18,18:56,38,17,South Line,Sealdah,UP
31723,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,18:19,20:46,147,100,Main Line,Sealdah,UP
31889,Sealdah - Gede Local,Sealdah,Gede,18:19,21:04,165,117,Main Line,Sealdah,UP
33499,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,18:19,19:54,95,62,South Line,Sealdah,UP
33249,Sealdah - Kakdwip Local,Sealdah,Kakdwip,18:20,20:41,141,95,South Line,Sealdah,UP
32429,Sealdah - Barrackpore Local,Sealdah,Barrackpore,18:21,19:01,40,22,Main Line,Sealdah,UP
32597,Sealdah - Budge Budge Local,Sealdah,Budge Budge,18:21,19:17,56,26,South Line,Sealdah,UP
32033,Sealdah - Bangaon Local,Sealdah,Bangaon,18:22,20:24,122,77,Bangaon Line,Sealdah,UP
31287,Sealdah - Naihati Local,Sealdah,Naihati,18:23,19:32,69,38,Main Line,Sealdah,UP
31813,Sealdah - Shantipur Local,Sealdah,Shantipur,18:23,20:41,138,93,Main Line,Sealdah,UP
33399,Sealdah - Canning Local,Sealdah,Canning,18:24,19:36,72,45,South Line,Sealdah,UP
32273,Sealdah - Dankuni Local,Sealdah,Dankuni,18:27,19:16,49,22,Chord Link,Sealdah,UP
32153,Sealdah - Hasnabad Local,Sealdah,Hasnabad,18:28,20:41,133,75,Bangaon Line,Sealdah,UP
33013,Sealdah - Baruipur Local,Sealdah,Baruipur,18:30,19:21,51,25,South Line,Sealdah,UP
31289,Sealdah - Naihati Local,Sealdah,Naihati,18:31,19:35,64,38,Main Line,Sealdah,UP
32799,Sealdah - Sonarpur Local,Sealdah,Sonarpur,18:32,19:11,39,17,South Line,Sealdah,UP
31605,Sealdah - Ranaghat Local,Sealdah,Ranaghat,18:33,20:28,115,73,Main Line,Sealdah,UP
32431,Sealdah - Barrackpore Local,Sealdah,Barrackpore,18:35,19:11,36,22,Main Line,Sealdah,UP
32599,Sealdah - Budge Budge Local,Sealdah,Budge Budge,18:35,19:26,51,26,South Line,Sealdah,UP
31449,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,18:37,20:01,84,53,Main Line,Sealdah,UP
32035,Sealdah - Bangaon Local,Sealdah,Bangaon,18:37,20:39,122,77,Bangaon Line,Sealdah,UP
33163,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,18:38,20:13,95,60,South Line,Sealdah,UP
33589,Sealdah - Majerhat Local,Sealdah,Majerhat,18:38,19:19,41,15,Circular Railway,Sealdah,UP
31291,Sealdah - Naihati Local,Sealdah,Naihati,18:40,19:42,62,38,Main Line,Sealdah,UP
31725,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,18:42,21:06,144,100,Main Line,Sealdah,UP
32801,Sealdah - Sonarpur Local,Sealdah,Sonarpur,18:43,19:16,33,17,South Line,Sealdah,UP
33015,Sealdah - Baruipur Local,Sealdah,Baruipur,18:44,19:38,54,25,South Line,Sealdah,UP
33501,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,18:45,20:16,91,62,South Line,Sealdah,UP
33311,Sealdah - Namkhana Local,Sealdah,Namkhana,18:47,21:31,164,109,South Line,Sealdah,UP
31293,Sealdah - Naihati Local,Sealdah,Naihati,18:48,19:52,64,38,Main Line,Sealdah,UP
31607,Sealdah - Ranaghat Local,Sealdah,Ranaghat,18:48,20:40,112,73,Main Line,Sealdah,UP
32433,Sealdah - Barrackpore Local,Sealdah,Barrackpore,18:48,19:30,42,22,Main Line,Sealdah,UP
33401,Sealdah - Canning Local,Sealdah,Canning,18:48,20:01,73,45,South Line,Sealdah,UP
32275,Sealdah - Dankuni Local,Sealdah,Dankuni,18:49,19:32,43,22,Chord Link,Sealdah,UP
32601,Sealdah - Budge Budge Local,Sealdah,Budge Budge,18:51,19:42,51,26,South Line,Sealdah,UP
31815,Sealdah - Shantipur Local,Sealdah,Shantipur,18:53,21:08,135,93,Main Line,Sealdah,UP
32037,Sealdah - Bangaon Local,Sealdah,Bangaon,18:53,20:56,123,77,Bangaon Line,Sealdah,UP
33251,Sealdah - Kakdwip Local,Sealdah,Kakdwip,18:53,21:16,143,95,South Line,Sealdah,UP
31891,Sealdah - Gede Local,Sealdah,Gede,18:54,21:37,163,117,Main Line,Sealdah,UP
32803,Sealdah - Sonarpur Local,Sealdah,Sonarpur,18:54,19:31,37,17,South Line,Sealdah,UP
32155,Sealdah - Hasnabad Local,Sealdah,Hasnabad,18:55,21:05,130,75,Bangaon Line,Sealdah,UP
31295,Sealdah - Naihati Local,Sealdah,Naihati,18:56,19:57,61,38,Main Line,Sealdah,UP
33017,Sealdah - Baruipur Local,Sealdah,Baruipur,18:56,19:42,46,25,South Line,Sealdah,UP
33165,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,18:56,20:34,98,60,South Line,Sealdah,UP
31451,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,18:57,20:23,86,53,Main Line,Sealdah,UP
32435,Sealdah - Barrackpore Local,Sealdah,Barrackpore,19:01,19:43,42,22,Main Line,Sealdah,UP
31609,Sealdah - Ranaghat Local,Sealdah,Ranaghat,19:03,21:02,119,73,Main Line,Sealdah,UP
31297,Sealdah - Naihati Local,Sealdah,Naihati,19:04,20:06,62,38,Main Line,Sealdah,UP
32805,Sealdah - Sonarpur Local,Sealdah,Sonarpur,19:04,19:38,34,17,South Line,Sealdah,UP
32603,Sealdah - Budge Budge Local,Sealdah,Budge Budge,19:06,19:59,53,26,South Line,Sealdah,UP
31727,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,19:07,21:35,148,100,Main Line,Sealdah,UP
32277,Sealdah - Dankuni Local,Sealdah,Dankuni,19:08,19:57,49,22,Chord Link,Sealdah,UP
32039,Sealdah - Bangaon Local,Sealdah,Bangaon,19:09,21:14,125,77,Bangaon Line,Sealdah,UP
33019,Sealdah - Baruipur Local,Sealdah,Baruipur,19:09,20:03,54,25,South Line,Sealdah,UP
33503,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,19:09,20:48,99,62,South Line,Sealdah,UP
33591,Sealdah - Majerhat Local,Sealdah,Majerhat,19:09,19:50,41,15,Circular Railway,Sealdah,UP
33403,Sealdah - Canning Local,Sealdah,Canning,19:13,20:27,74,45,South Line,Sealdah,UP
31299,Sealdah - Naihati Local,Sealdah,Naihati,19:14,20:18,64,38,Main Line,Sealdah,UP
32807,Sealdah - Sonarpur Local,Sealdah,Sonarpur,19:14,19:50,36,17,South Line,Sealdah,UP
33167,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,19:15,20:50,95,60,South Line,Sealdah,UP
32437,Sealdah - Barrackpore Local,Sealdah,Barrackpore,19:17,20:00,43,22,Main Line,Sealdah,UP
31453,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,19:18,20:45,87,53,Main Line,Sealdah,UP
31611,Sealdah - Ranaghat Local,Sealdah,Ranaghat,19:19,21:18,119,73,Main Line,Sealdah,UP
32157,Sealdah - Hasnabad Local,Sealdah,Hasnabad,19:22,21:28,126,75,Bangaon Line,Sealdah,UP
32605,Sealdah - Budge Budge Local,Sealdah,Budge Budge,19:22,20:19,57,26,South Line,Sealdah,UP
33021,Sealdah - Baruipur Local,Sealdah,Baruipur,19:23,20:10,47,25,South Line,Sealdah,UP
31817,Sealdah - Shantipur Local,Sealdah,Shantipur,19:25,21:39,134,93,Main Line,Sealdah,UP
31301,Sealdah - Naihati Local,Sealdah,Naihati,19:26,20:34,68,38,Main Line,Sealdah,UP
32041,Sealdah - Bangaon Local,Sealdah,Bangaon,19:26,21:28,122,77,Bangaon Line,Sealdah,UP
32279,Sealdah - Dankuni Local,Sealdah,Dankuni,19:28,20:10,42,22,Chord Link,Sealdah,UP
32809,Sealdah - Sonarpur Local,Sealdah,Sonarpur,19:28,20:04,36,17,South Line,Sealdah,UP
31729,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,19:30,21:54,144,100,Main Line,Sealdah,UP
31893,Sealdah - Gede Local,Sealdah,Gede,19:30,22:12,162,117,Main Line,Sealdah,UP
33253,Sealdah - Kakdwip Local,Sealdah,Kakdwip,19:30,21:52,142,95,South Line,Sealdah,UP
31613,Sealdah - Ranaghat Local,Sealdah,Ranaghat,19:32,21:29,117,73,Main Line,Sealdah,UP
33313,Sealdah - Namkhana Local,Sealdah,Namkhana,19:32,22:09,157,109,South Line,Sealdah,UP
33505,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,19:32,21:11,99,62,South Line,Sealdah,UP
32439,Sealdah - Barrackpore Local,Sealdah,Barrackpore,19:34,20:10,36,22,Main Line,Sealdah,UP
33169,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,19:35,21:06,91,60,South Line,Sealdah,UP
31303,Sealdah - Naihati Local,Sealdah,Naihati,19:36,20:45,69,38,Main Line,Sealdah,UP
32607,Sealdah - Budge Budge Local,Sealdah,Budge Budge,19:36,20:35,59,26,South Line,Sealdah,UP
33023,Sealdah - Baruipur Local,Sealdah,Baruipur,19:36,20:24,48,25,South Line,Sealdah,UP
31455,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,19:38,21:05,87,53,Main Line,Sealdah,UP
32811,Sealdah - Sonarpur Local,Sealdah,Sonarpur,19:38,20:15,37,17,South Line,Sealdah,UP
33405,Sealdah - Canning Local,Sealdah,Canning,19:40,20:52,72,45,South Line,Sealdah,UP
32043,Sealdah - Bangaon Local,Sealdah,Bangaon,19:41,21:47,126,77,Bangaon Line,Sealdah,UP
33593,Sealdah - Majerhat Local,Sealdah,Majerhat,19:41,20:21,40,15,Circular Railway,Sealdah,UP
31305,Sealdah - Naihati Local,Sealdah,Naihati,19:45,20:53,68,38,Main Line,Sealdah,UP
32441,Sealdah - Barrackpore Local,Sealdah,Barrackpore,19:47,20:24,37,22,Main Line,Sealdah,UP
31615,Sealdah - Ranaghat Local,Sealdah,Ranaghat,19:48,21:42,114,73,Main Line,Sealdah,UP
32159,Sealdah - Hasnabad Local,Sealdah,Hasnabad,19:48,21:59,131,75,Bangaon Line,Sealdah,UP
32813,Sealdah - Sonarpur Local,Sealdah,Sonarpur,19:48,20:20,32,17,South Line,Sealdah,UP
32281,Sealdah - Dankuni Local,Sealdah,Dankuni,19:49,20:37,48,22,Chord Link,Sealdah,UP
33025,Sealdah - Baruipur Local,Sealdah,Baruipur,19:49,20:36,47,25,South Line,Sealdah,UP
31731,Sealdah - Krishnanagar Local,Sealdah,Krishnanagar,19:53,22:14,141,100,Main Line,Sealdah,UP
31819,Sealdah - Shantipur Local,Sealdah,Shantipur,19:53,22:04,131,93,Main Line,Sealdah,UP
32609,Sealdah - Budge Budge Local,Sealdah,Budge Budge,19:53,20:50,57,26,South Line,Sealdah,UP
31307,Sealdah - Naihati Local,Sealdah,Naihati,19:54,21:02,68,38,Main Line,Sealdah,UP
32045,Sealdah - Bangaon Local,Sealdah,Bangaon,19:54,21:59,125,77,Bangaon Line,Sealdah,UP
33507,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,19:55,21:32,97,62,South Line,Sealdah,UP
33171,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,19:56,21:29,93,60,South Line,Sealdah,UP
31457,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,19:58,21:20,82,53,Main Line,Sealdah,UP
32815,Sealdah - Sonarpur Local,Sealdah,Sonarpur,20:00,20:39,39,17,South Line,Sealdah,UP
33027,Sealdah - Baruipur Local,Sealdah,Baruipur,20:00,20:47,47,25,South Line,Sealdah,UP
31617,Sealdah - Ranaghat Local,Sealdah,Ranaghat,20:01,21:57,116,73,Main Line,Sealdah,UP
32443,Sealdah - Barrackpore Local,Sealdah,Barrackpore,20:01,20:43,42,22,Main Line,Sealdah,UP
31309,Sealdah - Naihati Local,Sealdah,Naihati,20:03,21:07,64,38,Main Line,Sealdah,UP
33407,Sealdah - Canning Local,Sealdah,Canning,20:05,21:16,71,45,South Line,Sealdah,UP
31895,Sealdah - Gede Local,Sealdah,Gede,20:07,22:56,169,117,Main Line,Sealdah,UP
33255,Sealdah - Kakdwip Local,Sealdah,Kakdwip,20:07,22:27,140,95,South Line,Sealdah,UP
32283,Sealdah - Dankuni Local,Sealdah,Dankuni,20:08,20:57,49,22,Chord Link,Sealdah,UP
32047,Sealdah - Bangaon Local,Sealdah,Bangaon,20:09,22:16,127,77,Bangaon Line,Sealdah,UP
32611,Sealdah - Budge Budge Local,Sealdah,Budge Budge,20:09,21:06,57,26,South Line,Sealdah,UP
33029,Sealdah - Baruipur Local,Sealdah,Baruipur,20:10,21:04,54,25,South Line,Sealdah,UP
32817,Sealdah - Sonarpur Local,Sealdah,Sonarpur,20:11,20:48,37,17,South Line,Sealdah,UP
33595,Sealdah - Majerhat Local,Sealdah,Majerhat,20:12,20:50,38,15,Circular Railway,Sealdah,UP
32161,Sealdah - Hasnabad Local,Sealdah,Hasnabad,20:13,22:25,132,75,Bangaon Line,Sealdah,UP
31311,Sealdah - Naihati Local,Sealdah,Naihati,20:14,21:16,62,38,Main Line,Sealdah,UP
33173,Sealdah - Diamond Harbour Local,Sealdah,Diamond Harbour,20:14,21:49,95,60,South Line,Sealdah,UP
33315,Sealdah - Namkhana Local,Sealdah,Namkhana,20:15,22:59,164,109,South Line,Sealdah,UP
32445,Sealdah - Barrackpore Local,Sealdah,Barrackpore,20:17,20:54,37,22,Main Line,Sealdah,UP
31459,Sealdah - Kalyani Simanta Local,Sealdah,Kalyani Simanta,20:18,21:39,81,53,Main Line,Sealdah,UP
31619,Sealdah - Ranaghat Local,Sealdah,Ranaghat,20:18,22:16,118,73,Main Line,Sealdah,UP
33509,Sealdah - Lakshmikantapur Local,Sealdah,Lakshmikantapur,20:18,21:54,96,62,South Line,Sealdah,UP
